Algorithm,Seed,Return,Pool size,Log time
RDQN_Normal,5,5.913112269752317,7,06-20 21:10:05
RDQN_Normal,5,5.913112269752317,14,06-20 21:10:05
RDQN_Normal,5,5.913112269752317,21,06-20 21:10:06
RDQN_Normal,5,5.913112269752317,28,06-20 21:10:07
RDQN_Normal,5,5.913112269752317,35,06-20 21:10:07
RDQN_Normal,5,5.913112269752317,42,06-20 21:10:08
RDQN_Normal,5,5.913112269752317,49,06-20 21:10:08
RDQN_Normal,5,5.913112269752317,56,06-20 21:10:09
RDQN_Normal,5,5.913112269752317,63,06-20 21:10:10
RDQN_Normal,5,5.913112269752317,70,06-20 21:10:10
RDQN_Normal,5,5.913112269752317,77,06-20 21:10:11
RDQN_Normal,5,5.913112269752317,84,06-20 21:10:11
RDQN_Normal,5,5.913112269752317,91,06-20 21:10:11
RDQN_Normal,5,5.913112269752317,98,06-20 21:10:12
RDQN_Normal,5,5.913112269752317,105,06-20 21:10:12
RDQN_Normal,5,5.913112269752317,112,06-20 21:10:13
RDQN_Normal,5,5.913112269752317,119,06-20 21:10:13
RDQN_Normal,5,5.913112269752317,126,06-20 21:10:14
RDQN_Normal,5,5.913112269752317,133,06-20 21:10:14
RDQN_Normal,5,5.913112269752317,140,06-20 21:10:15
RDQN_Normal,5,5.913112269752317,147,06-20 21:10:15
RDQN_Normal,5,5.913112269752317,154,06-20 21:10:16
RDQN_Normal,5,5.913112269752317,161,06-20 21:10:16
RDQN_Normal,5,5.913112269752317,168,06-20 21:10:16
RDQN_Normal,5,5.913112269752317,175,06-20 21:10:17
RDQN_Normal,5,5.913112269752317,182,06-20 21:10:17
RDQN_Normal,5,5.913112269752317,189,06-20 21:10:18
RDQN_Normal,5,5.913112269752317,196,06-20 21:10:18
RDQN_Normal,5,5.913112269752317,203,06-20 21:10:19
RDQN_Normal,5,5.913112269752317,210,06-20 21:10:19
RDQN_Normal,5,5.913112269752317,217,06-20 21:10:20
RDQN_Normal,5,5.913112269752317,224,06-20 21:10:21
RDQN_Normal,5,5.913112269752317,231,06-20 21:10:21
RDQN_Normal,5,5.913112269752317,238,06-20 21:10:22
RDQN_Normal,5,5.913112269752317,245,06-20 21:10:22
RDQN_Normal,5,5.913112269752317,252,06-20 21:10:23
RDQN_Normal,5,5.890890047530095,259,06-20 21:10:24
RDQN_Normal,5,6.6023108351248165,267,06-20 21:10:25
RDQN_Normal,5,5.890890047530095,274,06-20 21:10:26
RDQN_Normal,5,4.380044604328173,280,06-20 21:10:27
RDQN_Normal,5,1.9293447509844774,283,06-20 21:10:28
RDQN_Normal,5,5.7575619944805005,290,06-20 21:10:29
RDQN_Normal,5,5.775115013236542,297,06-20 21:10:30
RDQN_Normal,5,5.890890047530095,304,06-20 21:10:31
RDQN_Normal,5,5.890890047530095,311,06-20 21:10:32
RDQN_Normal,5,5.890890047530095,318,06-20 21:10:34
RDQN_Normal,5,5.890890047530095,325,06-20 21:10:35
RDQN_Normal,5,6.602001853987213,333,06-20 21:10:37
RDQN_Normal,5,5.890890047530095,340,06-20 21:10:38
RDQN_Normal,5,5.890890047530095,347,06-20 21:10:40
RDQN_Normal,5,5.757557409542768,354,06-20 21:10:41
RDQN_Normal,5,5.890890047530095,361,06-20 21:10:42
RDQN_Normal,5,6.468713806524063,369,06-20 21:10:43
RDQN_Normal,5,5.890890047530095,376,06-20 21:10:44
RDQN_Normal,5,5.890890047530095,383,06-20 21:10:45
RDQN_Normal,5,5.890890047530095,390,06-20 21:10:46
RDQN_Normal,5,5.890890047530095,397,06-20 21:10:47
RDQN_Normal,5,5.757596811351403,404,06-20 21:10:47
RDQN_Normal,5,5.890890047530095,411,06-20 21:10:48
RDQN_Normal,5,5.890890047530095,418,06-20 21:10:49
