Algorithm,Seed,Return,Log time
DQN~test~cvae~regular,43,0.20000000000000004,06-16 14:23:14
DQN~test~cvae~regular,43,0.88559670781893,06-16 14:23:14
DQN~test~cvae~regular,43,0.8660447183419506,06-16 14:23:14
DQN~test~cvae~regular,43,0.9111111111111111,06-16 14:23:14
DQN~test~cvae~regular,43,0.1522633744855967,06-16 14:23:14
DQN~test~cvae~regular,43,9.624575592330439,06-16 14:23:15
DQN~test~cvae~regular,43,1.5800899817665552,06-16 14:23:16
DQN~test~cvae~regular,43,2.2669711544347364,06-16 14:23:16
DQN~test~cvae~regular,43,4.885956289519482,06-16 14:23:17
DQN~test~cvae~regular,43,6.692988025069635,06-16 14:23:17
DQN~test~cvae~regular,43,13.113642212163775,06-16 14:23:19
DQN~test~cvae~regular,43,2.642662478338697,06-16 14:23:19
DQN~test~cvae~regular,43,5.706981862774949,06-16 14:23:20
DQN~test~cvae~regular,43,13.065959958341844,06-16 14:23:22
DQN~test~cvae~regular,43,2.55493283168075,06-16 14:23:22
DQN~test~cvae~regular,43,5.44239721301885,06-16 14:23:23
DQN~test~cvae~regular,43,0.8222222222222222,06-16 14:23:23
DQN~test~cvae~regular,43,1.6215994991270473,06-16 14:23:23
DQN~test~cvae~regular,43,0.8216002738975062,06-16 14:23:23
DQN~test~cvae~regular,43,4.507547482052343,06-16 14:23:24
DQN~test~cvae~regular,43,3.9970255569299624,06-16 14:23:24
DQN~test~cvae~regular,43,4.886836377179555,06-16 14:23:25
DQN~test~cvae~regular,43,9.089945867088776,06-16 14:23:26
DQN~test~cvae~regular,43,4.244145236960114,06-16 14:23:26
DQN~test~cvae~regular,43,3.86313689635555,06-16 14:23:27
DQN~test~cvae~regular,43,0.7064471879286695,06-16 14:23:27
DQN~test~cvae~regular,43,2.3996931021335812,06-16 14:23:27
DQN~test~cvae~regular,43,4.13206231076105,06-16 14:23:28
DQN~test~cvae~regular,43,0.9993780516752842,06-16 14:23:28
DQN~test~cvae~regular,43,4.462964836044808,06-16 14:23:29
DQN~test~cvae~regular,43,5.620962142505141,06-16 14:23:29
DQN~test~cvae~regular,43,5.665168647645439,06-16 14:23:30
DQN~test~cvae~regular,43,2.046796163638108,06-16 14:23:30
DQN~test~cvae~regular,43,1.7104891627863952,06-16 14:23:30
DQN~test~cvae~regular,43,2.4882661650140836,06-16 14:23:31
DQN~test~cvae~regular,43,0.8660447183419506,06-16 14:23:31
DQN~test~cvae~regular,43,2.0196670561736862,06-16 14:23:31
DQN~test~cvae~regular,43,0.9333333333333333,06-16 14:23:32
DQN~test~cvae~regular,43,2.9801319065073484,06-16 14:23:32
DQN~test~cvae~regular,43,0.9104891627863952,06-16 14:23:32
DQN~test~cvae~regular,43,4.380397000139279,06-16 14:23:33
DQN~test~cvae~regular,43,5.06835330900549,06-16 14:23:33
DQN~test~cvae~regular,43,1.75959719616304,06-16 14:23:34
DQN~test~cvae~regular,43,0.888266940564173,06-16 14:23:34
DQN~test~cvae~regular,43,1.7320452583158457,06-16 14:23:34
DQN~test~cvae~regular,43,1.8653785916491792,06-16 14:23:34
DQN~test~cvae~regular,43,1.4189803374294356,06-16 14:23:35
DQN~test~cvae~regular,43,0.9771550546826028,06-16 14:23:35
DQN~test~cvae~regular,43,6.04239721301885,06-16 14:23:36
DQN~test~cvae~regular,43,0.9111111111111111,06-16 14:23:36
DQN~test~cvae~regular,43,2.5327113850086174,06-16 14:23:36
DQN~test~cvae~regular,43,2.0012673841316952,06-16 14:23:36
DQN~test~cvae~regular,43,8.664196564793043,06-16 14:23:38
DQN~test~cvae~regular,43,1.75959719616304,06-16 14:23:38
DQN~test~cvae~regular,43,5.199959811277159,06-16 14:23:38
DQN~test~cvae~regular,43,0.888266940564173,06-16 14:23:39
DQN~test~cvae~regular,43,2.4198705030285588,06-16 14:23:39
DQN~test~cvae~regular,43,0.9111111111111111,06-16 14:23:39
DQN~test~cvae~regular,43,0.8660447183419508,06-16 14:23:39
DQN~test~cvae~regular,43,10.773411384061689,06-16 14:23:40
DQN~test~cvae~regular,43,1.6438224961197283,06-16 14:23:41
DQN~test~cvae~regular,43,6.512541593477091,06-16 14:23:42
DQN~test~cvae~regular,43,9.088107377833516,06-16 14:23:43
DQN~test~cvae~regular,43,2.466359768800248,06-16 14:23:43
DQN~test~cvae~regular,43,2.2850189278430033,06-16 14:23:43
DQN~test~cvae~regular,43,1.777777777777778,06-16 14:23:44
DQN~test~cvae~regular,43,0.10781893004115228,06-16 14:23:44
DQN~test~cvae~regular,43,18.558079259394674,06-16 14:23:46
DQN~test~cvae~regular,43,5.086331788921008,06-16 14:23:46
DQN~test~cvae~regular,43,4.467628937087733,06-16 14:23:47
DQN~test~cvae~regular,43,1.9352229190238397,06-16 14:23:47
DQN~test~cvae~regular,43,3.0689788706554446,06-16 14:23:48
DQN~test~cvae~regular,43,1.5134233150998888,06-16 14:23:48
DQN~test~cvae~regular,43,5.4896787633805175,06-16 14:23:49
DQN~test~cvae~regular,43,2.782441700960219,06-16 14:23:49
DQN~test~cvae~regular,43,1.8907784745793954,06-16 14:23:49
DQN~test~cvae~regular,43,0.8216002738975063,06-16 14:23:50
DQN~test~cvae~regular,43,4.402047231425595,06-16 14:23:50
DQN~test~cvae~regular,43,2.5532433515667776,06-16 14:23:51
DQN~test~cvae~regular,43,2.1581722473124025,06-16 14:23:51
DQN~test~cvae~regular,43,4.713149687737846,06-16 14:23:51
DQN~test~cvae~regular,43,0.8222222222222223,06-16 14:23:52
DQN~test~cvae~regular,43,4.979242463395436,06-16 14:23:52
DQN~test~cvae~regular,43,2.1081702105556275,06-16 14:23:53
DQN~test~cvae~regular,43,2.1798250092033724,06-16 14:23:53
DQN~test~cvae~regular,43,0.9824417009602194,06-16 14:23:53
DQN~test~cvae~regular,43,3.7566188449534996,06-16 14:23:54
DQN~test~cvae~regular,43,0.8660447183419508,06-16 14:23:54
DQN~test~cvae~regular,43,2.928975232444105,06-16 14:23:54
