Algorithm,Seed,Return,Log time
DQN,42,6.509065723247006,06-16 15:16:59
DQN,42,0.3157750342935528,06-16 15:16:59
DQN,42,3.7123779719099295,06-16 15:17:00
DQN,42,2.3575487547553826,06-16 15:17:00
DQN,42,3.3160795220616226,06-16 15:17:00
DQN,42,2.868713898092261,06-16 15:17:00
DQN,42,7.752476335496727,06-16 15:17:01
DQN,42,1.0268861454046638,06-16 15:17:01
DQN,42,0.9104891627863952,06-16 15:17:01
DQN,42,5.552032161465783,06-16 15:17:01
DQN,42,4.067768830751945,06-16 15:17:01
DQN,42,4.557286268903461,06-16 15:17:02
DQN,42,0.9333333333333333,06-16 15:17:02
DQN,42,5.6405860324836095,06-16 15:17:02
DQN,42,2.4648006263800966,06-16 15:17:02
DQN,42,2.1967581152072135,06-16 15:17:02
DQN,42,2.6868817546179375,06-16 15:17:02
DQN,42,6.44414300293018,06-16 15:17:03
DQN,42,2.0023517191936637,06-16 15:17:03
DQN,42,0.7999999999999999,06-16 15:17:03
DQN,42,0.9824417009602194,06-16 15:17:03
DQN,42,1.8404558620955884,06-16 15:17:03
DQN,42,3.349899377201572,06-16 15:17:04
DQN,42,1.0268861454046638,06-16 15:17:04
DQN,42,9.71223743603405,06-16 15:17:04
DQN,42,1.5134233150998888,06-16 15:17:04
DQN,42,1.7532433515667778,06-16 15:17:04
DQN,42,1.3754260585841136,06-16 15:17:05
DQN,42,6.574883027955092,06-16 15:17:05
DQN,42,2.0643149474730027,06-16 15:17:05
DQN,42,3.6020472314255945,06-16 15:17:05
DQN,42,2.33595002509018,06-16 15:17:06
DQN,42,3.4610759731042,06-16 15:17:06
DQN,42,0.2935528120713306,06-16 15:17:06
DQN,42,2.643155545797522,06-16 15:17:06
DQN,42,9.95965210177525,06-16 15:17:06
DQN,42,8.018512971133996,06-16 15:17:07
DQN,42,2.0201749907966278,06-16 15:17:07
DQN,42,4.847105471947662,06-16 15:17:07
DQN,42,0.20000000000000004,06-16 15:17:07
DQN,42,2.0201749907966278,06-16 15:17:07
DQN,42,4.863996711364698,06-16 15:17:08
DQN,42,1.9087989071223335,06-16 15:17:08
DQN,42,6.024065235256835,06-16 15:17:08
DQN,42,8.17515323201922,06-16 15:17:09
DQN,42,1.5800899817665552,06-16 15:17:09
DQN,42,1.0404558620955886,06-16 15:17:09
DQN,42,3.533333333333333,06-16 15:17:09
DQN,42,0.7064471879286695,06-16 15:17:09
DQN,42,0.1522633744855967,06-16 15:17:09
DQN,42,1.0268861454046638,06-16 15:17:09
DQN,42,2.9525811116725427,06-16 15:17:09
DQN,42,0.9824417009602194,06-16 15:17:09
DQN,42,0.8216002738975062,06-16 15:17:10
DQN,42,0.8216002738975063,06-16 15:17:10
DQN,42,3.61866363434014,06-16 15:17:10
DQN,42,2.9353805647589275,06-16 15:17:10
DQN,42,3.2166600322359122,06-16 15:17:10
DQN,42,7.019022673736102,06-16 15:17:10
