Algorithm,Seed,Return,Waiting time,Queue length,Mean speed,Log time
PPO,48,-3585.04,40174.0,639,0.6335604972105675,06-14 19:57:13
PPO,48,-1117.18,9150.0,212,1.8228478000947028,06-14 19:57:24
PPO,48,-1472.11,4098.0,198,2.1796239799832766,06-14 19:57:37
PPO,48,-468.65,3057.0,80,3.4374949678797293,06-14 19:57:46
PPO,48,-604.75,18815.0,72,2.907354343015351,06-14 19:57:53
PPO,48,-878.72,3923.0,109,1.9223404366710068,06-14 19:58:00
PPO,48,-407.87,5038.0,124,3.6574843836334123,06-14 19:58:08
PPO,48,-349.83,2332.0,110,3.3674984863396062,06-14 19:58:16
PPO,48,-404.05,3321.0,66,3.369816829355521,06-14 19:58:23
PPO,48,-697.67,3374.0,88,2.637049124301039,06-14 19:58:30
PPO,48,-286.05,1539.0,43,4.732642730988372,06-14 19:58:38
PPO,48,-248.44,1144.0,36,4.916116690781386,06-14 19:58:45
PPO,48,-239.82,1751.0,45,4.292999747658056,06-14 19:58:52
PPO,48,-284.29,1825.0,43,4.1896418162031,06-14 19:58:57
PPO,48,-327.02,1019.0,48,3.9137492675603687,06-14 19:59:04
PPO,48,-126.96,234.0,18,5.429783732472099,06-14 19:59:09
PPO,48,-107.89,202.0,21,5.785216152102092,06-14 19:59:16
PPO,48,-161.73,518.0,29,5.651681915274222,06-14 19:59:22
PPO,48,-238.57,862.0,41,4.856195609402759,06-14 19:59:28
PPO,48,-124.55,639.0,18,6.222927014302158,06-14 19:59:34
PPO,48,-209.73,787.0,29,5.297535276688479,06-14 19:59:39
PPO,48,-127.71,3151.0,30,3.1940044306025626,06-14 19:59:44
PPO,48,-0.46999999999999986,47.0,2,11.167043783068022,06-14 19:59:50
PPO,48,-119.37,355.0,20,6.247519671684354,06-14 19:59:54
PPO,48,-9.86,144.0,3,8.229591742124994,06-14 19:59:59
PPO,48,-31.18,139.0,4,7.909393772357336,06-14 20:00:05
PPO,48,-23.64,549.0,12,4.982388000371821,06-14 20:00:09
PPO,48,-31.44,474.0,15,6.3754505737006735,06-14 20:00:15
PPO,48,-0.21,21.0,1,10.357340896550308,06-14 20:00:20
PPO,48,-29.34,979.0,19,4.743915030442199,06-14 20:00:26
PPO,48,-21.03,1093.0,18,3.9315721626860007,06-14 20:00:31
PPO,48,-25.44,346.0,12,6.380926404047052,06-14 20:00:35
PPO,48,-47.5,81.0,5,8.263235281254744,06-14 20:00:40
PPO,48,-46.85,524.0,14,6.54667750135746,06-14 20:00:44
PPO,48,-2.62,262.0,7,8.103049939263128,06-14 20:00:49
PPO,48,-41.28,2084.0,23,3.629952219557363,06-14 20:00:54
PPO,48,-32.47,370.0,15,5.194422376743453,06-14 20:00:59
PPO,48,-90.78,657.0,21,5.406180582640471,06-14 20:01:04
PPO,48,-0.20000000000000007,20.0,1,11.878200772551683,06-14 20:01:09
PPO,48,-4.13,199.0,4,6.420248927339291,06-14 20:01:14
PPO,48,-17.72,1502.0,16,4.914878221720325,06-14 20:01:18
PPO,48,-12.85,835.0,11,8.374906725435313,06-14 20:01:23
PPO,48,-30.1,75.0,16,8.311798462984951,06-14 20:01:28
PPO,48,-22.44,297.0,15,8.239615896341029,06-14 20:01:33
PPO,48,-65.72,156.0,14,7.622079613803875,06-14 20:01:38
PPO,48,-102.69,2494.0,33,2.71100238731928,06-14 20:01:44
PPO,48,-14.24,115.0,4,7.946248188621282,06-14 20:01:50
PPO,48,-10.78,170.0,3,7.134898371080548,06-14 20:01:55
PPO,48,-2.0300000000000002,203.0,6,10.717211293774024,06-14 20:02:00
PPO,48,-22.1,170.0,15,8.483794052036698,06-14 20:02:04
PPO,48,0.0,0.0,0,12.598612599863428,06-14 20:02:09
PPO,48,7.216449660063518e-16,0.0,0,12.640893958244556,06-14 20:02:14
PPO,48,-0.20000000000000015,20.0,1,11.873631878791738,06-14 20:02:18
PPO,48,-117.21,125.0,8,8.537897156606116,06-14 20:02:24
PPO,48,-12.23,367.0,8,9.044599443276118,06-14 20:02:27
PPO,48,-253.89,906.0,33,4.013442955752205,06-14 20:02:32
PPO,48,-31.04,963.0,13,4.4828834153972315,06-14 20:02:35
PPO,48,-0.21000000000000002,21.0,1,12.074080259046559,06-14 20:02:39
PPO,48,-2.56,256.0,8,7.126992111355037,06-14 20:02:43
PPO,48,-23.17,1744.0,14,6.990065694225744,06-14 20:02:47
PPO,48,-1.12,112.0,4,9.49102204916554,06-14 20:02:50
PPO,48,-3.6,338.0,2,11.284785125035482,06-14 20:02:54
PPO,48,-3.89,27.0,3,11.288108186622194,06-14 20:02:57
PPO,48,-1.66,166.0,6,8.746710519319453,06-14 20:03:01
PPO,48,-2.61,261.0,7,7.560380299394137,06-14 20:03:05
PPO,48,0.0,0.0,0,9.928084262392316,06-14 20:03:08
PPO,48,-0.5499999999999998,55.0,2,12.081392481179245,06-14 20:03:12
PPO,48,-2.61,261.0,7,7.3037188753993085,06-14 20:03:16
PPO,48,-0.75,75.0,3,11.852791477250403,06-14 20:03:19
PPO,48,-47.36,3937.0,30,1.8396528723245467,06-14 20:03:23
PPO,48,-4.75,475.0,9,6.34800350737296,06-14 20:03:27
PPO,48,-6.82,54.0,2,10.735332203920716,06-14 20:03:30
PPO,48,-10.12,1012.0,16,3.083470384439805,06-14 20:03:34
PPO,48,-5.48,548.0,12,3.775451779946571,06-14 20:03:38
PPO,48,-2.0200000000000005,202.0,6,8.359517246277031,06-14 20:03:41
PPO,48,-2.0,200.0,6,8.220888002606667,06-14 20:03:45
PPO,48,-2.6199999999999997,262.0,7,7.898892724294351,06-14 20:03:49
PPO,48,-1.28,128.0,5,8.136005189961335,06-14 20:03:52
PPO,48,-5.551115123125783e-16,0.0,0,12.079871968618155,06-14 20:03:56
PPO,48,-15.8,1580.0,12,6.014244553160002,06-14 20:03:59
PPO,48,-2.58,258.0,8,5.460082630115969,06-14 20:04:03
PPO,48,-3.9699999999999998,399.0,9,5.8397799809822475,06-14 20:04:07
PPO,48,-1.3199999999999976,132.0,5,10.263587071603183,06-14 20:04:11
PPO,48,-2.1900000000000004,219.0,5,9.146617221717586,06-14 20:04:15
PPO,48,-30.68,3068.0,28,1.9625872593918003,06-14 20:04:18
PPO,48,-2.220446049250313e-16,0.0,0,10.15363597620663,06-14 20:04:21
