Algorithm,Seed,Return,Pool size,Log time
RDQN~cvae_expert,44,-2300.17,553,06-20 11:41:07
RDQN~cvae_expert,44,-805.11,2141,06-20 11:41:26
RDQN~cvae_expert,44,-453.6,3959,06-20 11:41:51
RDQN~cvae_expert,44,-410.6,10810,06-20 11:42:20
RDQN~cvae_expert,44,-388.37,14525,06-20 11:42:43
RDQN~cvae_expert,44,-488.42,15231,06-20 11:43:08
RDQN~cvae_expert,44,-66.27,15784,06-20 11:43:32
RDQN~cvae_expert,44,-143.45,16490,06-20 11:43:52
RDQN~cvae_expert,44,-125.45,17196,06-20 11:44:14
RDQN~cvae_expert,44,-0.13000000000000034,17749,06-20 11:44:35
RDQN~cvae_expert,44,-36.73,18455,06-20 11:44:58
RDQN~cvae_expert,44,-102.12,19008,06-20 11:45:20
RDQN~cvae_expert,44,-31.58,19714,06-20 11:45:44
RDQN~cvae_expert,44,-40.23,20000,06-20 11:46:07
RDQN~cvae_expert,44,-129.72,20000,06-20 11:46:30
RDQN~cvae_expert,44,-11.25,20000,06-20 11:46:53
RDQN~cvae_expert,44,-35.81,20000,06-20 11:47:15
RDQN~cvae_expert,44,-85.13,20000,06-20 11:47:39
RDQN~cvae_expert,44,-120.56,20000,06-20 11:48:02
RDQN~cvae_expert,44,-82.22,20000,06-20 11:48:23
RDQN~cvae_expert,44,-64.07,20000,06-20 11:48:41
RDQN~cvae_expert,44,-77.17,20000,06-20 11:48:59
RDQN~cvae_expert,44,-89.49,20000,06-20 11:49:19
RDQN~cvae_expert,44,-80.81,20000,06-20 11:49:38
RDQN~cvae_expert,44,-50.76,20000,06-20 11:49:56
RDQN~cvae_expert,44,-138.7,20000,06-20 11:50:14
RDQN~cvae_expert,44,-10.68,20000,06-20 11:50:34
RDQN~cvae_expert,44,-19.93,20000,06-20 11:50:53
RDQN~cvae_expert,44,-4.440892098500626e-16,20000,06-20 11:51:11
RDQN~cvae_expert,44,-112.23,20000,06-20 11:51:29
