Algorithm,Seed,Return,Log time
DQN~cvae,44,0.8888888888888888,06-17 05:06:32
DQN~cvae,44,2.268251659030681,06-17 05:06:32
DQN~cvae,44,4.1356402570383715,06-17 05:06:32
DQN~cvae,44,5.507292796304915,06-17 05:06:32
DQN~cvae,44,1.7327106102381584,06-17 05:06:33
DQN~cvae,44,5.241209543346622,06-17 05:06:33
DQN~cvae,44,0.888266940564173,06-17 05:06:33
DQN~cvae,44,3.5303947739350945,06-17 05:06:33
DQN~cvae,44,8.800221482048883,06-17 05:06:34
DQN~cvae,44,1.688266165793714,06-17 05:06:34
DQN~cvae,44,1.776576469091483,06-17 05:06:35
DQN~cvae,44,1.6209341472047345,06-17 05:06:35
DQN~cvae,44,3.6020472314255945,06-17 05:06:35
DQN~cvae,44,6.665652056567185,06-17 05:06:36
DQN~cvae,44,2.421599498347417,06-17 05:06:36
DQN~cvae,44,5.334837534155923,06-17 05:06:36
DQN~cvae,44,2.7128405477258584,06-17 05:06:37
DQN~cvae,44,1.8262638628297068,06-17 05:06:37
DQN~cvae,44,3.1999999999999997,06-17 05:06:37
DQN~cvae,44,0.7993780516752841,06-17 05:06:37
DQN~cvae,44,1.6210209135359275,06-17 05:06:37
DQN~cvae,44,3.9999999999999996,06-17 05:06:38
DQN~cvae,44,3.220933322747215,06-17 05:06:38
DQN~cvae,44,2.5157750342935525,06-17 05:06:38
DQN~cvae,44,8.79937727612443,06-17 05:06:39
DQN~cvae,44,0.7999999999999999,06-17 05:06:40
DQN~cvae,44,0.8660447183419508,06-17 05:06:40
DQN~cvae,44,0.1333333333333333,06-17 05:06:40
DQN~cvae,44,3.332710609457763,06-17 05:06:40
DQN~cvae,44,12.799377276124433,06-17 05:06:41
DQN~cvae,44,18.400000000000006,06-17 05:06:42
DQN~cvae,44,3.99937727612443,06-17 05:06:43
DQN~cvae,44,4.820933322746402,06-17 05:06:43
DQN~cvae,44,3.1999999999999997,06-17 05:06:43
DQN~cvae,44,3.1999999999999997,06-17 05:06:44
DQN~cvae,44,0.8660447183419508,06-17 05:06:44
DQN~cvae,44,0.17715582945306188,06-17 05:06:44
DQN~cvae,44,0.7999999999999999,06-17 05:06:44
DQN~cvae,44,26.399377276124444,06-17 05:06:46
DQN~cvae,44,1.665378591649179,06-17 05:06:46
DQN~cvae,44,2.4647110665792127,06-17 05:06:47
DQN~cvae,44,1.665378591649179,06-17 05:06:47
DQN~cvae,44,0.17715582945306188,06-17 05:06:47
DQN~cvae,44,0.8216002738975062,06-17 05:06:47
DQN~cvae,44,2.4209333235752997,06-17 05:06:47
DQN~cvae,44,0.7993780516752841,06-17 05:06:48
DQN~cvae,44,3.2647102414293174,06-17 05:06:48
DQN~cvae,44,2.421600273897506,06-17 05:06:48
DQN~cvae,44,0.8216002738975062,06-17 05:06:48
DQN~cvae,44,0.7993780516752841,06-17 05:06:48
DQN~cvae,44,4.79937727612443,06-17 05:06:49
DQN~cvae,44,0.7999999999999999,06-17 05:06:49
DQN~cvae,44,5.6,06-17 05:06:50
DQN~cvae,44,15.999377276124436,06-17 05:06:51
DQN~cvae,44,3.1993772761244306,06-17 05:06:51
DQN~cvae,44,1.732710609458528,06-17 05:06:52
