Algorithm,Seed,Return,Pool size,Log time
RDQN~cvae_regular,42,-7898.44,553,06-20 11:21:43
RDQN~cvae_regular,42,-1448.64,2141,06-20 11:22:05
RDQN~cvae_regular,42,-433.33,3959,06-20 11:22:31
RDQN~cvae_regular,42,-406.21,10810,06-20 11:22:58
RDQN~cvae_regular,42,-681.15,14525,06-20 11:23:26
RDQN~cvae_regular,42,-459.62,15231,06-20 11:23:54
RDQN~cvae_regular,42,-826.42,15784,06-20 11:24:12
RDQN~cvae_regular,42,-1096.25,16490,06-20 11:24:31
RDQN~cvae_regular,42,-618.88,17196,06-20 11:24:47
RDQN~cvae_regular,42,-117.35,17749,06-20 11:25:00
RDQN~cvae_regular,42,-69.71,18455,06-20 11:25:16
RDQN~cvae_regular,42,-44.52,19008,06-20 11:25:32
RDQN~cvae_regular,42,-61.77,19714,06-20 11:25:49
RDQN~cvae_regular,42,-37.28,20000,06-20 11:26:05
RDQN~cvae_regular,42,-40.84,20000,06-20 11:26:20
RDQN~cvae_regular,42,-52.12,20000,06-20 11:26:37
RDQN~cvae_regular,42,-108.81,20000,06-20 11:26:53
RDQN~cvae_regular,42,-91.84,20000,06-20 11:27:08
RDQN~cvae_regular,42,-108.88,20000,06-20 11:27:24
RDQN~cvae_regular,42,-132.72,20000,06-20 11:27:39
RDQN~cvae_regular,42,-0.10999999999999978,20000,06-20 11:27:54
RDQN~cvae_regular,42,-42.36,20000,06-20 11:28:09
RDQN~cvae_regular,42,-88.89,20000,06-20 11:28:24
RDQN~cvae_regular,42,-86.91,20000,06-20 11:28:39
RDQN~cvae_regular,42,-18.88,20000,06-20 11:28:54
RDQN~cvae_regular,42,-95.83,20000,06-20 11:29:10
RDQN~cvae_regular,42,-119.19,20000,06-20 11:29:26
RDQN~cvae_regular,42,-14.47,20000,06-20 11:29:42
RDQN~cvae_regular,42,-30.26,20000,06-20 11:29:58
RDQN~cvae_regular,42,-218.36,20000,06-20 11:30:13
