Algorithm,Seed,Return,Pool size,Log time
RDQN_Normal,42,-7271.08,400,06-20 10:45:53
RDQN_Normal,42,-1927.14,800,06-20 10:46:10
RDQN_Normal,42,-507.06,1200,06-20 10:46:30
RDQN_Normal,42,-743.19,1600,06-20 10:46:45
RDQN_Normal,42,-93.67,2000,06-20 10:46:56
RDQN_Normal,42,-2.97,2400,06-20 10:47:07
RDQN_Normal,42,-116.71,2800,06-20 10:47:19
RDQN_Normal,42,-31.87,3200,06-20 10:47:30
RDQN_Normal,42,-31.71,3600,06-20 10:47:42
RDQN_Normal,42,-18.75,4000,06-20 10:47:54
RDQN_Normal,42,-12.79,4400,06-20 10:48:05
RDQN_Normal,42,-13.79,4800,06-20 10:48:17
RDQN_Normal,42,-7.25,5200,06-20 10:48:28
RDQN_Normal,42,-2.7755575615628914e-16,5600,06-20 10:48:43
RDQN_Normal,42,-1.61,6000,06-20 10:48:58
RDQN_Normal,42,-2.29,6400,06-20 10:49:12
RDQN_Normal,42,-0.7,6800,06-20 10:49:24
RDQN_Normal,42,-13.0,7200,06-20 10:49:38
RDQN_Normal,42,-7.68,7600,06-20 10:49:51
RDQN_Normal,42,-57.23,8000,06-20 10:50:06
RDQN_Normal,42,-2.220446049250313e-16,8400,06-20 10:50:20
RDQN_Normal,42,-42.42,8800,06-20 10:50:32
RDQN_Normal,42,-93.99,9200,06-20 10:50:44
RDQN_Normal,42,3.3306690738754696e-16,9600,06-20 10:50:56
RDQN_Normal,42,-100.12,10000,06-20 10:51:08
RDQN_Normal,42,-97.07,10400,06-20 10:51:19
RDQN_Normal,42,-5.74,10800,06-20 10:51:31
RDQN_Normal,42,-31.61,11200,06-20 10:51:44
RDQN_Normal,42,-6.23,11600,06-20 10:51:56
RDQN_Normal,42,-135.61,12000,06-20 10:52:08
