Algorithm,Seed,Return,Pool size,Log time
RDQN_Normal,43,-6417.05,400,06-20 10:52:32
RDQN_Normal,43,-1297.54,800,06-20 10:52:48
RDQN_Normal,43,-1330.43,1200,06-20 10:53:02
RDQN_Normal,43,-1314.13,1600,06-20 10:53:15
RDQN_Normal,43,-911.57,2000,06-20 10:53:27
RDQN_Normal,43,-1249.03,2400,06-20 10:53:40
RDQN_Normal,43,-1311.84,2800,06-20 10:53:54
RDQN_Normal,43,-1162.57,3200,06-20 10:54:14
RDQN_Normal,43,-1216.02,3600,06-20 10:54:26
RDQN_Normal,43,-612.49,4000,06-20 10:54:43
RDQN_Normal,43,-864.04,4400,06-20 10:54:56
RDQN_Normal,43,-804.49,4800,06-20 10:55:08
RDQN_Normal,43,-734.44,5200,06-20 10:55:20
RDQN_Normal,43,-552.7,5600,06-20 10:55:32
RDQN_Normal,43,-429.13,6000,06-20 10:55:45
RDQN_Normal,43,-346.27,6400,06-20 10:55:56
RDQN_Normal,43,-257.54,6800,06-20 10:56:07
RDQN_Normal,43,-74.84,7200,06-20 10:56:18
RDQN_Normal,43,-25.1,7600,06-20 10:56:30
RDQN_Normal,43,-0.5699999999999998,8000,06-20 10:56:43
RDQN_Normal,43,-26.83,8400,06-20 10:56:56
RDQN_Normal,43,-67.46,8800,06-20 10:57:07
RDQN_Normal,43,-6.58,9200,06-20 10:57:19
RDQN_Normal,43,-4.11,9600,06-20 10:57:31
RDQN_Normal,43,-1.61,10000,06-20 10:57:42
RDQN_Normal,43,-4.18,10400,06-20 10:57:54
RDQN_Normal,43,-6.55,10800,06-20 10:58:05
RDQN_Normal,43,-15.74,11200,06-20 10:58:17
RDQN_Normal,43,-11.2,11600,06-20 10:58:28
RDQN_Normal,43,-2.18,12000,06-20 10:58:40
