Algorithm,Seed,Return,Pool size,Log time
RDQN_Normal,45,-8093.51,400,06-20 11:05:36
RDQN_Normal,45,-2000.41,800,06-20 11:05:55
RDQN_Normal,45,-1215.72,1200,06-20 11:06:11
RDQN_Normal,45,-299.8,1600,06-20 11:06:27
RDQN_Normal,45,-102.9,2000,06-20 11:06:40
RDQN_Normal,45,-264.52,2400,06-20 11:06:52
RDQN_Normal,45,-238.86,2800,06-20 11:07:05
RDQN_Normal,45,-201.21,3200,06-20 11:07:16
RDQN_Normal,45,-142.4,3600,06-20 11:07:26
RDQN_Normal,45,-78.3,4000,06-20 11:07:37
RDQN_Normal,45,-60.86,4400,06-20 11:07:48
RDQN_Normal,45,-84.0,4800,06-20 11:07:59
RDQN_Normal,45,-34.37,5200,06-20 11:08:10
RDQN_Normal,45,-32.54,5600,06-20 11:08:21
RDQN_Normal,45,-1.2500000000000002,6000,06-20 11:08:32
RDQN_Normal,45,-104.27,6400,06-20 11:08:44
RDQN_Normal,45,-85.99,6800,06-20 11:08:55
RDQN_Normal,45,-46.52,7200,06-20 11:09:06
RDQN_Normal,45,-94.76,7600,06-20 11:09:18
RDQN_Normal,45,-108.8,8000,06-20 11:09:28
RDQN_Normal,45,-117.44,8400,06-20 11:09:40
RDQN_Normal,45,-84.69,8800,06-20 11:09:51
RDQN_Normal,45,-148.24,9200,06-20 11:10:03
RDQN_Normal,45,-81.74,9600,06-20 11:10:15
RDQN_Normal,45,-100.98,10000,06-20 11:10:26
RDQN_Normal,45,-129.88,10400,06-20 11:10:38
RDQN_Normal,45,-127.37,10800,06-20 11:10:50
RDQN_Normal,45,-157.86,11200,06-20 11:11:02
RDQN_Normal,45,-98.69,11600,06-20 11:11:14
RDQN_Normal,45,-68.03,12000,06-20 11:11:26
