Algorithm,Seed,Return,Pool size,Log time
RDQN~cvae_regular,4,4.266666666666667,6,06-21 12:32:19
RDQN~cvae_regular,4,4.266666666666667,12,06-21 12:32:20
RDQN~cvae_regular,4,4.266666666666667,18,06-21 12:32:20
RDQN~cvae_regular,4,4.266666666666667,24,06-21 12:32:20
RDQN~cvae_regular,4,4.266666666666667,30,06-21 12:32:20
RDQN~cvae_regular,4,4.266666666666667,36,06-21 12:32:21
RDQN~cvae_regular,4,4.266666666666667,42,06-21 12:32:21
RDQN~cvae_regular,4,4.266666666666667,48,06-21 12:32:22
RDQN~cvae_regular,4,4.266666666666667,54,06-21 12:32:22
RDQN~cvae_regular,4,4.266666666666667,60,06-21 12:32:22
RDQN~cvae_regular,4,4.266666666666667,66,06-21 12:32:22
RDQN~cvae_regular,4,4.266666666666667,72,06-21 12:32:23
RDQN~cvae_regular,4,4.266666666666667,78,06-21 12:32:23
RDQN~cvae_regular,4,4.266666666666667,84,06-21 12:32:23
RDQN~cvae_regular,4,4.266666666666667,90,06-21 12:32:24
RDQN~cvae_regular,4,4.266666666666667,96,06-21 12:32:24
RDQN~cvae_regular,4,4.266666666666667,102,06-21 12:32:24
RDQN~cvae_regular,4,4.266666666666667,108,06-21 12:32:25
RDQN~cvae_regular,4,4.266666666666667,114,06-21 12:32:25
RDQN~cvae_regular,4,4.266666666666667,120,06-21 12:32:25
RDQN~cvae_regular,4,4.266666666666667,126,06-21 12:32:26
RDQN~cvae_regular,4,4.266666666666667,132,06-21 12:32:26
RDQN~cvae_regular,4,4.266666666666667,138,06-21 12:32:26
RDQN~cvae_regular,4,4.266666666666667,144,06-21 12:32:27
RDQN~cvae_regular,4,4.266666666666667,150,06-21 12:32:27
RDQN~cvae_regular,4,4.266666666666667,156,06-21 12:32:27
RDQN~cvae_regular,4,4.266666666666667,162,06-21 12:32:28
RDQN~cvae_regular,4,4.266666666666667,168,06-21 12:32:28
RDQN~cvae_regular,4,4.266666666666667,174,06-21 12:32:28
RDQN~cvae_regular,4,4.266666666666667,180,06-21 12:32:28
RDQN~cvae_regular,4,4.266666666666667,186,06-21 12:32:29
