Algorithm,Seed,Return,Pool size,Log time
RDQN~cvae_regular,7,2.666666666666667,4,06-21 15:20:16
RDQN~cvae_regular,7,2.666666666666667,8,06-21 15:20:16
RDQN~cvae_regular,7,2.666666666666667,12,06-21 15:20:17
RDQN~cvae_regular,7,2.666666666666667,16,06-21 15:20:17
RDQN~cvae_regular,7,2.666666666666667,20,06-21 15:20:17
RDQN~cvae_regular,7,2.666666666666667,24,06-21 15:20:17
RDQN~cvae_regular,7,2.666666666666667,28,06-21 15:20:18
RDQN~cvae_regular,7,2.666666666666667,32,06-21 15:20:18
RDQN~cvae_regular,7,2.666666666666667,36,06-21 15:20:18
RDQN~cvae_regular,7,2.666666666666667,40,06-21 15:20:19
RDQN~cvae_regular,7,2.666666666666667,44,06-21 15:20:19
RDQN~cvae_regular,7,2.666666666666667,48,06-21 15:20:20
RDQN~cvae_regular,7,2.666666666666667,52,06-21 15:20:20
RDQN~cvae_regular,7,2.666666666666667,56,06-21 15:20:20
RDQN~cvae_regular,7,2.666666666666667,60,06-21 15:20:21
RDQN~cvae_regular,7,2.666666666666667,64,06-21 15:20:21
RDQN~cvae_regular,7,2.666666666666667,68,06-21 15:20:22
RDQN~cvae_regular,7,2.666666666666667,72,06-21 15:20:22
RDQN~cvae_regular,7,2.666666666666667,76,06-21 15:20:22
RDQN~cvae_regular,7,2.666666666666667,80,06-21 15:20:23
RDQN~cvae_regular,7,2.666666666666667,84,06-21 15:20:23
RDQN~cvae_regular,7,2.666666666666667,88,06-21 15:20:24
RDQN~cvae_regular,7,2.666666666666667,92,06-21 15:20:24
RDQN~cvae_regular,7,2.666666666666667,96,06-21 15:20:24
RDQN~cvae_regular,7,2.666666666666667,100,06-21 15:20:25
RDQN~cvae_regular,7,2.666666666666667,104,06-21 15:20:25
RDQN~cvae_regular,7,2.666666666666667,108,06-21 15:20:26
RDQN~cvae_regular,7,2.666666666666667,112,06-21 15:20:26
RDQN~cvae_regular,7,2.666666666666667,116,06-21 15:20:26
RDQN~cvae_regular,7,2.666666666666667,120,06-21 15:20:27
RDQN~cvae_regular,7,2.666666666666667,124,06-21 15:20:27
RDQN~cvae_regular,7,2.666666666666667,128,06-21 15:20:28
RDQN~cvae_regular,7,2.666666666666667,132,06-21 15:20:28
RDQN~cvae_regular,7,2.666666666666667,136,06-21 15:20:28
RDQN~cvae_regular,7,2.666666666666667,140,06-21 15:20:29
