Algorithm,Seed,Return,Pool size,Log time
RDQN~cvae_regular,1,5.553554500540912,9,06-21 09:48:53
RDQN~cvae_regular,1,5.553554500540912,18,06-21 09:48:53
RDQN~cvae_regular,1,5.553554500540912,27,06-21 09:48:53
RDQN~cvae_regular,1,5.553554500540912,36,06-21 09:48:54
RDQN~cvae_regular,1,5.553554500540912,45,06-21 09:48:54
RDQN~cvae_regular,1,5.553554500540912,54,06-21 09:48:55
RDQN~cvae_regular,1,5.553554500540912,63,06-21 09:48:55
RDQN~cvae_regular,1,5.553554500540912,72,06-21 09:48:56
RDQN~cvae_regular,1,5.553554500540912,81,06-21 09:48:56
RDQN~cvae_regular,1,5.553554500540912,90,06-21 09:48:56
RDQN~cvae_regular,1,5.553554500540912,99,06-21 09:48:57
RDQN~cvae_regular,1,5.553554500540912,108,06-21 09:48:57
RDQN~cvae_regular,1,5.553554500540912,117,06-21 09:48:58
RDQN~cvae_regular,1,5.553554500540912,126,06-21 09:48:58
RDQN~cvae_regular,1,5.553554500540912,135,06-21 09:48:59
RDQN~cvae_regular,1,5.553554500540912,144,06-21 09:48:59
RDQN~cvae_regular,1,5.553554500540912,153,06-21 09:48:59
RDQN~cvae_regular,1,5.553554500540912,162,06-21 09:49:00
RDQN~cvae_regular,1,5.553554500540912,171,06-21 09:49:00
RDQN~cvae_regular,1,5.553554500540912,180,06-21 09:49:01
RDQN~cvae_regular,1,5.553554500540912,189,06-21 09:49:01
RDQN~cvae_regular,1,5.553554500540912,198,06-21 09:49:02
RDQN~cvae_regular,1,5.553554500540912,207,06-21 09:49:02
RDQN~cvae_regular,1,5.553554500540912,216,06-21 09:49:02
RDQN~cvae_regular,1,5.553554500540912,225,06-21 09:49:03
RDQN~cvae_regular,1,5.553554500540912,234,06-21 09:49:03
RDQN~cvae_regular,1,5.553554500540912,243,06-21 09:49:04
RDQN~cvae_regular,1,5.553554500540912,252,06-21 09:49:04
RDQN~cvae_regular,1,2.775770643506826,359,06-21 09:49:05
RDQN~cvae_regular,1,3.552884831561556,365,06-21 09:49:06
RDQN~cvae_regular,1,16.974578125244513,387,06-21 09:49:09
RDQN~cvae_regular,1,16.799377276124435,409,06-21 09:49:14
RDQN~cvae_regular,1,16.799377276124435,431,06-21 09:49:17
RDQN~cvae_regular,1,16.799377276124435,453,06-21 09:49:19
RDQN~cvae_regular,1,7.221599498346651,463,06-21 09:49:21
RDQN~cvae_regular,1,16.799377276124435,485,06-21 09:49:25
RDQN~cvae_regular,1,5.621599498346652,493,06-21 09:49:26
RDQN~cvae_regular,1,19.466766239081533,519,06-21 09:49:30
RDQN~cvae_regular,1,10.402053298629047,534,06-21 09:49:32
RDQN~cvae_regular,1,1.9134628303047752,537,06-21 09:49:32
RDQN~cvae_regular,1,8.335034183080268,549,06-21 09:49:34
RDQN~cvae_regular,1,8.648834639791172,561,06-21 09:49:36
RDQN~cvae_regular,1,4.113508903089164,567,06-21 09:49:37
RDQN~cvae_regular,1,1.891240608082553,570,06-21 09:49:37
RDQN~cvae_regular,1,1.9134628303047752,573,06-21 09:49:37
RDQN~cvae_regular,1,1.9134628303047752,576,06-21 09:49:38
RDQN~cvae_regular,1,4.42393606430128,582,06-21 09:49:39
RDQN~cvae_regular,1,6.42659766842507,591,06-21 09:49:40
RDQN~cvae_regular,1,10.912794369490312,604,06-21 09:49:42
RDQN~cvae_regular,1,1.891240608082553,607,06-21 09:49:43
RDQN~cvae_regular,1,10.112489881749779,864,06-21 09:49:45
RDQN~cvae_regular,1,3.7348782285418163,869,06-21 09:49:46
RDQN~cvae_regular,1,10.112489881749779,881,06-21 09:49:48
RDQN~cvae_regular,1,3.7348782285418163,886,06-21 09:49:48
RDQN~cvae_regular,1,10.912489440662254,899,06-21 09:49:51
RDQN~cvae_regular,1,10.912489440662254,912,06-21 09:49:53
RDQN~cvae_regular,1,4.404156128571277,918,06-21 09:49:54
RDQN~cvae_regular,1,18.130053033632617,942,06-21 09:49:58
RDQN~cvae_regular,1,10.112489881749779,954,06-21 09:49:59
RDQN~cvae_regular,1,5.621599498346652,962,06-21 09:50:00
RDQN~cvae_regular,1,39.01915610126789,1016,06-21 09:50:11
RDQN~cvae_regular,1,13.46569329067044,1033,06-21 09:50:13
RDQN~cvae_regular,1,26.17723406389283,1072,06-21 09:50:18
RDQN~cvae_regular,1,27.49065798456767,1113,06-21 09:50:25
RDQN~cvae_regular,1,10.353094707612946,1573,06-21 09:50:27
RDQN~cvae_regular,1,2.8915456778003787,1578,06-21 09:50:27
RDQN~cvae_regular,1,2.466666666666667,1582,06-21 09:50:28
RDQN~cvae_regular,1,4.997998841358794,1590,06-21 09:50:29
RDQN~cvae_regular,1,2.3731138545953363,1594,06-21 09:50:29
RDQN~cvae_regular,1,2.488888888888889,1598,06-21 09:50:30
RDQN~cvae_regular,1,2.3731138545953363,1602,06-21 09:50:30
RDQN~cvae_regular,1,3.464664812679454,1608,06-21 09:50:31
RDQN~cvae_regular,1,30.804391864500865,1654,06-21 09:50:36
RDQN~cvae_regular,1,6.975102542193326,1664,06-21 09:50:37
RDQN~cvae_regular,1,1.797687796011222,1667,06-21 09:50:38
RDQN~cvae_regular,1,66.70821637517548,1767,06-21 09:50:49
RDQN~cvae_regular,1,67.64244337737537,2593,06-21 09:51:01
RDQN~cvae_regular,1,16.799377276124435,2615,06-21 09:51:04
RDQN~cvae_regular,1,2.466666666666667,2619,06-21 09:51:05
RDQN~cvae_regular,1,2.466666666666667,2623,06-21 09:51:06
RDQN~cvae_regular,1,2.466666666666667,2627,06-21 09:51:06
RDQN~cvae_regular,1,2.466666666666667,2631,06-21 09:51:07
RDQN~cvae_regular,1,2.3731138545953363,2635,06-21 09:51:08
RDQN~cvae_regular,1,2.488888888888889,2639,06-21 09:51:09
RDQN~cvae_regular,1,2.488888888888889,2643,06-21 09:51:10
RDQN~cvae_regular,1,2.488888888888889,2647,06-21 09:51:10
RDQN~cvae_regular,1,2.466666666666667,2651,06-21 09:51:11
RDQN~cvae_regular,1,67.01932748628658,2751,06-21 09:51:24
RDQN~cvae_regular,1,5.643821720568874,2759,06-21 09:51:25
RDQN~cvae_regular,1,5.643821720568874,2767,06-21 09:51:26
RDQN~cvae_regular,1,2.466666666666667,2771,06-21 09:51:27
RDQN~cvae_regular,1,5.621599498346652,2779,06-21 09:51:28
RDQN~cvae_regular,1,16.799377276124435,3919,06-21 09:51:32
RDQN~cvae_regular,1,2.466666666666667,3923,06-21 09:51:32
RDQN~cvae_regular,1,2.466666666666667,3927,06-21 09:51:33
RDQN~cvae_regular,1,2.466666666666667,3931,06-21 09:51:34
RDQN~cvae_regular,1,2.466666666666667,3935,06-21 09:51:35
RDQN~cvae_regular,1,2.466666666666667,3939,06-21 09:51:35
RDQN~cvae_regular,1,2.488888888888889,3943,06-21 09:51:36
RDQN~cvae_regular,1,67.10848733323579,4043,06-21 09:51:51
RDQN~cvae_regular,1,16.799377276124435,4065,06-21 09:51:54
RDQN~cvae_regular,1,16.799377276124435,4087,06-21 09:51:57
RDQN~cvae_regular,1,16.799377276124435,4109,06-21 09:52:00
RDQN~cvae_regular,1,5.621599498346652,4117,06-21 09:52:02
RDQN~cvae_regular,1,16.799377276124435,4139,06-21 09:52:06
RDQN~cvae_regular,1,68.28626511182736,5907,06-21 09:52:22
RDQN~cvae_regular,1,16.799377276124435,5929,06-21 09:52:26
RDQN~cvae_regular,1,68.28626511182736,6029,06-21 09:52:43
RDQN~cvae_regular,1,16.799377276124435,6051,06-21 09:52:45
RDQN~cvae_regular,1,68.4195984451607,8589,06-21 09:53:02
RDQN~cvae_regular,1,16.799377276124435,8611,06-21 09:53:06
RDQN~cvae_regular,1,16.799377276124435,8633,06-21 09:53:09
RDQN~cvae_regular,1,16.799377276124435,8655,06-21 09:53:12
RDQN~cvae_regular,1,16.799377276124435,8677,06-21 09:53:15
RDQN~cvae_regular,1,16.799377276124435,8699,06-21 09:53:18
RDQN~cvae_regular,1,16.799377276124435,8721,06-21 09:53:23
RDQN~cvae_regular,1,16.799377276124435,8743,06-21 09:53:26
RDQN~cvae_regular,1,68.28626511182736,10614,06-21 09:53:41
RDQN~cvae_regular,1,69.2195984451607,10714,06-21 09:53:57
RDQN~cvae_regular,1,68.4195984451607,10814,06-21 09:54:12
RDQN~cvae_regular,1,68.28626511182736,11016,06-21 09:54:31
RDQN~cvae_regular,1,68.28626511182736,11116,06-21 09:54:45
RDQN~cvae_regular,1,68.28626511182736,11318,06-21 09:55:04
RDQN~cvae_regular,1,68.28626511182736,11418,06-21 09:55:23
RDQN~cvae_regular,1,68.28626511182736,11518,06-21 09:55:38
RDQN~cvae_regular,1,69.33271061128643,11720,06-21 09:55:51
RDQN~cvae_regular,1,69.44582277375473,11817,06-21 09:56:06
RDQN~cvae_regular,1,70.39937119531182,12019,06-21 09:56:23
RDQN~cvae_regular,1,16.799377276124435,12041,06-21 09:56:27
RDQN~cvae_regular,1,69.35288640102813,12141,06-21 09:56:46
RDQN~cvae_regular,1,69.21959844516083,12241,06-21 09:56:57
RDQN~cvae_regular,1,66.95293177768023,12443,06-21 09:57:15
RDQN~cvae_regular,1,67.0862651110136,12543,06-21 09:57:34
RDQN~cvae_regular,1,67.19942268567114,12745,06-21 09:57:52
RDQN~cvae_regular,1,2.775770643506826,12750,06-21 09:57:53
RDQN~cvae_regular,1,66.95293177768023,12850,06-21 09:58:14
RDQN~cvae_regular,1,5.553554500540912,12859,06-21 09:58:16
RDQN~cvae_regular,1,2.775770643506826,12864,06-21 09:58:17
RDQN~cvae_regular,1,2.775770643506826,12869,06-21 09:58:18
RDQN~cvae_regular,1,69.35293177768024,13071,06-21 09:58:38
RDQN~cvae_regular,1,67.46609012102992,13171,06-21 09:58:55
RDQN~cvae_regular,1,69.88325845770896,13271,06-21 09:59:09
RDQN~cvae_regular,1,50.245822772940976,13443,06-21 09:59:23
RDQN~cvae_regular,1,69.35293088795325,13543,06-21 09:59:38
RDQN~cvae_regular,1,69.57955295052177,13643,06-21 09:59:53
RDQN~cvae_regular,1,72.26604394279106,13845,06-21 10:00:10
RDQN~cvae_regular,1,49.59937727636526,13914,06-21 10:00:19
RDQN~cvae_regular,1,70.1499182564085,14014,06-21 10:00:32
RDQN~cvae_regular,1,70.53235994372244,14216,06-21 10:00:50
RDQN~cvae_regular,1,20.132710611286452,14243,06-21 10:00:55
RDQN~cvae_regular,1,69.71249562696173,14343,06-21 10:01:13
RDQN~cvae_regular,1,69.48626429659771,14545,06-21 10:01:28
RDQN~cvae_regular,1,70.01959842944497,14645,06-21 10:01:44
RDQN~cvae_regular,1,70.91287940200462,14745,06-21 10:02:01
RDQN~cvae_regular,1,19.445829655641074,14873,06-21 10:02:04
RDQN~cvae_regular,1,70.15293177849406,14973,06-21 10:02:18
RDQN~cvae_regular,1,66.77915610708804,15066,06-21 10:02:35
RDQN~cvae_regular,1,16.799377276124435,15088,06-21 10:02:38
RDQN~cvae_regular,1,34.085822773743324,15237,06-21 10:02:49
RDQN~cvae_regular,1,20.885821749806414,15265,06-21 10:02:55
RDQN~cvae_regular,1,68.91248944200942,15361,06-21 10:03:07
RDQN~cvae_regular,1,71.08626499248493,15461,06-21 10:03:20
RDQN~cvae_regular,1,69.08626511182656,15663,06-21 10:03:35
RDQN~cvae_regular,1,52.379156106274834,15736,06-21 10:03:47
RDQN~cvae_regular,1,16.799377276124435,15758,06-21 10:03:51
RDQN~cvae_regular,1,16.799377276124435,15780,06-21 10:03:54
RDQN~cvae_regular,1,70.2862651118273,15982,06-21 10:04:11
RDQN~cvae_regular,1,69.7529316748675,16082,06-21 10:04:33
RDQN~cvae_regular,1,70.9326644312227,16182,06-21 10:04:50
RDQN~cvae_regular,1,70.95293087224158,16384,06-21 10:05:04
RDQN~cvae_regular,1,48.885822773753986,16452,06-21 10:05:14
RDQN~cvae_regular,1,36.112496322307834,16502,06-21 10:05:23
RDQN~cvae_regular,1,8.287995220048154,16514,06-21 10:05:25
RDQN~cvae_regular,1,71.04582277375887,16715,06-21 10:05:42
RDQN~cvae_regular,1,33.332710609698594,16761,06-21 10:05:51
RDQN~cvae_regular,1,46.08582277294098,16825,06-21 10:06:03
RDQN~cvae_regular,1,66.86435766640342,17027,06-21 10:06:22
RDQN~cvae_regular,1,71.59671452546954,17127,06-21 10:06:41
RDQN~cvae_regular,1,69.21959767623117,17227,06-21 10:07:01
RDQN~cvae_regular,1,70.77915535411104,17429,06-21 10:07:19
RDQN~cvae_regular,1,51.30708443144226,17505,06-21 10:07:34
RDQN~cvae_regular,1,70.38216964309166,17605,06-21 10:07:50
RDQN~cvae_regular,1,70.4195984430909,17807,06-21 10:08:04
RDQN~cvae_regular,1,66.73102433307015,17907,06-21 10:08:22
RDQN~cvae_regular,1,2.775770643506826,17912,06-21 10:08:23
RDQN~cvae_regular,1,67.26435766640357,18114,06-21 10:08:39
RDQN~cvae_regular,1,68.95293177768029,18214,06-21 10:08:52
RDQN~cvae_regular,1,67.48538459546735,18314,06-21 10:09:11
RDQN~cvae_regular,1,43.196714406127185,18476,06-21 10:09:21
RDQN~cvae_regular,1,2.775770643506826,18481,06-21 10:09:21
RDQN~cvae_regular,1,70.55293100952873,18581,06-21 10:09:36
RDQN~cvae_regular,1,2.775770643506826,18586,06-21 10:09:37
RDQN~cvae_regular,1,67.66400632553406,18686,06-21 10:09:56
RDQN~cvae_regular,1,2.775770643506826,18691,06-21 10:09:57
RDQN~cvae_regular,1,67.131332278319,18893,06-21 10:10:15
RDQN~cvae_regular,1,67.24244337737541,18993,06-21 10:10:31
RDQN~cvae_regular,1,6.972221904280047,19003,06-21 10:10:33
RDQN~cvae_regular,1,67.55351095359312,19205,06-21 10:10:50
RDQN~cvae_regular,1,70.66605002387612,19305,06-21 10:11:08
RDQN~cvae_regular,1,70.5529316591517,19405,06-21 10:11:21
RDQN~cvae_regular,1,67.24679936736374,19607,06-21 10:11:35
RDQN~cvae_regular,1,12.17487775975579,19625,06-21 10:11:39
RDQN~cvae_regular,1,2.9090638796855166,19630,06-21 10:11:39
RDQN~cvae_regular,1,9.644481089135244,19644,06-21 10:11:43
RDQN~cvae_regular,1,71.21959844491933,19744,06-21 10:11:58
RDQN~cvae_regular,1,12.112489454308548,19759,06-21 10:12:00
RDQN~cvae_regular,1,16.799377276124435,19883,06-21 10:12:03
RDQN~cvae_regular,1,70.4195984451607,19983,06-21 10:12:24
RDQN~cvae_regular,1,70.8195984451607,20000,06-21 10:12:37
RDQN~cvae_regular,1,70.55293177822155,20000,06-21 10:12:54
RDQN~cvae_regular,1,70.28626511182273,20000,06-21 10:13:09
RDQN~cvae_regular,1,69.44853182199098,20000,06-21 10:13:23
RDQN~cvae_regular,1,67.77488304183743,20000,06-21 10:13:36
RDQN~cvae_regular,1,70.95288042515344,20000,06-21 10:13:52
RDQN~cvae_regular,1,67.2868878218198,20000,06-21 10:14:07
RDQN~cvae_regular,1,69.97920836641279,20000,06-21 10:14:23
RDQN~cvae_regular,1,70.41959842971744,20000,06-21 10:14:40
RDQN~cvae_regular,1,67.35436346612279,20000,06-21 10:14:53
RDQN~cvae_regular,1,2.775770643506826,20000,06-21 10:14:53
RDQN~cvae_regular,1,67.33102433307019,20000,06-21 10:15:08
RDQN~cvae_regular,1,66.99769099973688,20000,06-21 10:15:25
RDQN~cvae_regular,1,67.26435766640351,20000,06-21 10:15:39
RDQN~cvae_regular,1,67.00261932121991,20000,06-21 10:15:51
RDQN~cvae_regular,1,67.13102433307016,20000,06-21 10:16:06
RDQN~cvae_regular,1,66.90906820735711,20000,06-21 10:16:22
RDQN~cvae_regular,1,54.81877471762017,20000,06-21 10:16:35
RDQN~cvae_regular,1,48.04679879312673,20000,06-21 10:16:41
RDQN~cvae_regular,1,4.15355439691435,20000,06-21 10:16:42
RDQN~cvae_regular,1,4.15355439691435,20000,06-21 10:16:42
RDQN~cvae_regular,1,67.28684598513492,20000,06-21 10:16:55
RDQN~cvae_regular,1,4.15355439691435,20000,06-21 10:16:56
RDQN~cvae_regular,1,4.15355439691435,20000,06-21 10:16:57
