Algorithm,Seed,Return,Waiting time,Queue length,Mean speed,Log time
PPO~cvae~regular,42,-2270.01,4002.0,314,2.080014918990428,06-14 19:13:36
PPO~cvae~regular,42,-1877.45,15165.0,378,1.0713231402687187,06-14 19:13:46
PPO~cvae~regular,42,-839.86,2829.0,172,2.5141307007875153,06-14 19:13:54
PPO~cvae~regular,42,-129.85,555.0,33,7.498623096445137,06-14 19:14:02
PPO~cvae~regular,42,-641.98,1060.0,104,3.0175448150080864,06-14 19:14:09
PPO~cvae~regular,42,-322.05,911.0,27,5.042321467078622,06-14 19:14:15
PPO~cvae~regular,42,-559.75,1732.0,50,3.9022903730449117,06-14 19:14:20
PPO~cvae~regular,42,-236.72,3335.0,78,3.8932349742370547,06-14 19:14:29
PPO~cvae~regular,42,-874.98,10557.0,127,2.1341960299332334,06-14 19:14:34
PPO~cvae~regular,42,-523.72,2572.0,90,4.074320068340169,06-14 19:14:40
PPO~cvae~regular,42,-549.88,1714.0,68,2.2956298474879033,06-14 19:14:44
PPO~cvae~regular,42,-496.39,5082.0,61,3.7055068651831062,06-14 19:14:49
PPO~cvae~regular,42,-89.37,400.0,12,7.354068417106612,06-14 19:14:54
PPO~cvae~regular,42,-190.48,360.0,24,6.113746684830459,06-14 19:14:58
PPO~cvae~regular,42,-121.33,165.0,32,5.940548356181271,06-14 19:15:04
PPO~cvae~regular,42,-100.0,435.0,20,6.745798148418865,06-14 19:15:09
PPO~cvae~regular,42,-822.14,4565.0,182,1.8903062764590133,06-14 19:15:14
PPO~cvae~regular,42,-305.24,2922.0,43,6.042479244509073,06-14 19:15:19
PPO~cvae~regular,42,-64.09,1522.0,31,3.722530502977834,06-14 19:15:24
PPO~cvae~regular,42,-151.83,527.0,27,5.401147067312558,06-14 19:15:28
PPO~cvae~regular,42,-74.59,304.0,15,8.493607523184492,06-14 19:15:31
PPO~cvae~regular,42,-328.85,15822.0,114,2.348922534596502,06-14 19:15:37
PPO~cvae~regular,42,-23.67,628.0,21,8.952313428590328,06-14 19:15:43
PPO~cvae~regular,42,-173.1,1828.0,28,4.432495739430656,06-14 19:15:48
PPO~cvae~regular,42,-174.8,3758.0,30,6.098864634844505,06-14 19:15:52
PPO~cvae~regular,42,-26.8,266.0,20,9.545113859737826,06-14 19:15:58
PPO~cvae~regular,42,-5.551115123125783e-16,0.0,0,10.393464151862549,06-14 19:16:01
PPO~cvae~regular,42,-1.48,148.0,5,8.941392209246684,06-14 19:16:06
PPO~cvae~regular,42,-651.79,1449.0,82,3.77918514127647,06-14 19:16:10
PPO~cvae~regular,42,-507.68,3956.0,69,2.4326979617797595,06-14 19:16:14
PPO~cvae~regular,42,-220.53,2495.0,32,4.087007357881239,06-14 19:16:17
PPO~cvae~regular,42,-2.07,207.0,6,8.088432815752979,06-14 19:16:21
PPO~cvae~regular,42,1.1102230246251565e-16,0.0,0,11.799123096979697,06-14 19:16:25
PPO~cvae~regular,42,-3.3306690738754696e-16,0.0,0,13.13273367256432,06-14 19:16:30
PPO~cvae~regular,42,-424.06,8966.0,69,2.0282510249143746,06-14 19:16:34
PPO~cvae~regular,42,-36.68,1418.0,13,6.121554926916037,06-14 19:16:37
PPO~cvae~regular,42,-53.94,1171.0,12,6.514529151725301,06-14 19:16:40
PPO~cvae~regular,42,-2.14,214.0,4,6.626333882330479,06-14 19:16:43
PPO~cvae~regular,42,-140.24,3090.0,22,5.251080894347038,06-14 19:16:46
PPO~cvae~regular,42,0.0,0.0,0,13.420912787685413,06-14 19:16:49
PPO~cvae~regular,42,-4.12,412.0,10,6.343612288942255,06-14 19:16:52
PPO~cvae~regular,42,-47.74,2642.0,11,5.5553867445259675,06-14 19:16:55
PPO~cvae~regular,42,-29.6,775.0,9,3.932651937641365,06-14 19:16:58
PPO~cvae~regular,42,-24.26,1002.0,21,3.8765601948712805,06-14 19:17:01
PPO~cvae~regular,42,-2.17,217.0,4,6.609319853307696,06-14 19:17:05
PPO~cvae~regular,42,-3.43,343.0,9,7.104637987931728,06-14 19:17:07
PPO~cvae~regular,42,-1.6000000000000005,160.0,1,12.27400029442877,06-14 19:17:10
PPO~cvae~regular,42,-0.6900000000000002,69.0,2,10.881068156311105,06-14 19:17:14
PPO~cvae~regular,42,-1.06,106.0,4,10.015316228381067,06-14 19:17:17
PPO~cvae~regular,42,-0.6899999999999978,69.0,2,11.638540634738284,06-14 19:17:20
PPO~cvae~regular,42,-8.22,787.0,11,3.656074138424482,06-14 19:17:23
PPO~cvae~regular,42,-0.40000000000000024,40.0,2,11.454707860194642,06-14 19:17:26
PPO~cvae~regular,42,8.881784197001252e-16,0.0,0,13.094673031514537,06-14 19:17:29
PPO~cvae~regular,42,-0.3099999999999982,31.0,1,12.551992235931728,06-14 19:17:33
PPO~cvae~regular,42,-15.049999999999997,1505.0,15,4.589241417989121,06-14 19:17:36
PPO~cvae~regular,42,-55.64,3916.0,21,3.3375639701562556,06-14 19:17:39
